,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.5882352941176471,0.5836177474402731,0.42452830188679247,0.7307692307692307,0.5852017937219731,0.6064377969617881,0.41407347922103993
1,0.48366013071895425,0.5733788395904437,0.37185929648241206,0.680161943319838,0.5426008968609866,0.5686943719467309,0.471480514845301
2,0.6535947712418301,0.621160409556314,0.47393364928909953,0.774468085106383,0.6322869955156951,0.6728010885810525,0.36262240960092795
3,0.6143790849673203,0.6621160409556314,0.48704663212435234,0.766798418972332,0.6457399103139013,0.6693211983314372,0.36175243703852417
4,0.5686274509803921,0.7098976109215017,0.5058139534883721,0.7591240875912408,0.6614349775784754,0.6836645921167102,0.36073746904905307
5,0.5163398692810458,0.6723549488054608,0.4514285714285714,0.7269372693726938,0.6188340807174888,0.6388498516585247,0.4056525909567467
6,0.49673202614379086,0.6928327645051194,0.4578313253012048,0.725,0.625560538116592,0.6262240960092796,0.40521760467554485
7,0.5359477124183006,0.6917808219178082,0.47674418604651164,0.73992673992674,0.6382022471910113,0.672508729519205,0.3861357328319456
8,0.5098039215686274,0.7123287671232876,0.48148148148148145,0.734982332155477,0.6426966292134831,0.6552511415525114,0.3889336556540425
9,0.4342105263157895,0.75,0.4748201438848921,0.7180327868852459,0.6418918918918919,0.6386085075702955,0.40789473684210525
