,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.49002217294900224,0.5131690739167375,0.2783375314861461,0.7242206235011991,0.5067567567567568,0.49623700376958974,0.49840437656713016
1,0.5011086474501109,0.5259133389974512,0.288265306122449,0.7334123222748815,0.519041769041769,0.5184749456979392,0.486489006776219
2,0.5188470066518847,0.47833474936278675,0.2759433962264151,0.7217948717948718,0.48955773955773957,0.5138058162075403,0.5014091219926643
3,0.49445676274944567,0.5072217502124045,0.2777085927770859,0.7236363636363636,0.5036855036855037,0.49745774046911706,0.49916074351907497
4,0.49889135254988914,0.5267629566694987,0.2877237851662404,0.7328605200945626,0.519041769041769,0.5189374315925904,0.4871728453903061
5,0.4523281596452328,0.4991496598639456,0.2572509457755359,0.7038369304556354,0.4861708666256915,0.476972939952034,0.5242610902454108
6,0.5011086474501109,0.48894557823129253,0.27327690447400244,0.71875,0.49231714812538413,0.5038566978897989,0.5049728871592982
7,0.5432372505543237,0.483843537414966,0.2875586854460094,0.7341935483870968,0.5003073140749846,0.5088512677798392,0.48645960601535515
8,0.5,0.4880952380952381,0.2720677146311971,0.718397997496871,0.491389913899139,0.48952569916855637,0.5059523809523809
9,0.5022222222222222,0.5136054421768708,0.2832080200501253,0.7294685990338164,0.5104551045510455,0.5078108465608465,0.4920861678004535
